Symbol,Strategy,FinalEquity,AnnRet,AnnVol,Sharpe,MaxDD,Calmar,param_mr_window,param_vol_q,param_fee_bps
2330.TW,Mean Reversion with Regime,3.538821828802673,0.0929281881464612,0.1284844714656621,0.7558641741467815,-2.457798819084105,0.037809517778632,20,0.8,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.1,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,30,0.1,0.5
SPY,Mean Reversion,2.4862420106879997,0.06376425043746337,0.13631827621761988,0.5219740217240062,-1.628872112318638,0.039146259522300594,30,0.1,0.5
SPY,Mean Reversion with Regime,1.1655504376061203,0.01045142422676304,0.03846454259355128,0.2894942739008823,-1.1135341282034488,0.009385814015081097,30,0.1,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.1,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,30,0.1,0.5
2330.TW,Mean Reversion,6.996274271717039,0.14658088896354005,0.16947275382761928,0.8918537873674016,-3.4894438445675995,0.04200694881269937,30,0.1,0.5
2330.TW,Mean Reversion with Regime,1.9383479190834159,0.04763510740031318,0.05035791892553112,0.9490663040704571,-1.1000299936649123,0.04330346233706755,30,0.1,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.1,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,30,0.1,1.0
SPY,Mean Reversion,2.443955886419919,0.06252647355702856,0.1363222404877388,0.5134205113717869,-1.6235128025120495,0.03851307698977292,30,0.1,1.0
SPY,Mean Reversion with Regime,1.1623001404684443,0.010259933335590388,0.038451373307989097,0.2846512068440478,-1.1136989889252766,0.009212483299002774,30,0.1,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.1,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,30,0.1,1.0
2330.TW,Mean Reversion,6.866005930776744,0.14506663997867442,0.169474562638924,0.8840444254513451,-3.4520692139729854,0.04202309715908543,30,0.1,1.0
2330.TW,Mean Reversion with Regime,1.9294746918273513,0.04729718393850679,0.05034194124124824,0.9429427098937302,-1.1003339720551868,0.04298438941239435,30,0.1,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.1,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,30,0.1,2.0
SPY,Mean Reversion,2.3615229399182507,0.06005505368263231,0.1363313310460246,0.4963107526710441,-1.6129171784225298,0.037233811187607005,30,0.1,2.0
SPY,Mean Reversion with Regime,1.1558262296962631,0.00987703177799748,0.03842575184185455,0.27494998240172475,-1.1140284709602548,0.008866049688554022,30,0.1,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.1,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,30,0.1,2.0
2330.TW,Mean Reversion,6.612682105825717,0.14204391243956538,0.16947922741142915,0.8684208360205226,-3.378981776549175,0.04203748994012906,30,0.1,2.0
2330.TW,Mean Reversion with Regime,1.9118485963117449,0.046621613451963695,0.05031091022117976,0.9306667537814144,-1.1009336967176844,0.04234733989064104,30,0.1,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.7,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,30,0.7,0.5
SPY,Mean Reversion,2.4862420106879997,0.06376425043746337,0.13631827621761988,0.5219740217240062,-1.628872112318638,0.039146259522300594,30,0.7,0.5
SPY,Mean Reversion with Regime,2.336751118112772,0.05929664686024516,0.07277354467738167,0.8280282333380934,-1.1544482110118333,0.05136362661801324,30,0.7,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.7,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,30,0.7,0.5
2330.TW,Mean Reversion,6.996274271717039,0.14658088896354005,0.16947275382761928,0.8918537873674016,-3.4894438445675995,0.04200694881269937,30,0.7,0.5
2330.TW,Mean Reversion with Regime,3.0488882643269215,0.08153654759025875,0.11372456744419474,0.7460031468879473,-2.0971066278325865,0.038880496827444995,30,0.7,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.7,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,30,0.7,1.0
SPY,Mean Reversion,2.443955886419919,0.06252647355702856,0.1363222404877388,0.5134205113717869,-1.6235128025120495,0.03851307698977292,30,0.7,1.0
SPY,Mean Reversion with Regime,2.3040651266485055,0.058284391536322255,0.07276339667263351,0.8149920196063386,-1.1535198447595276,0.05052742854933086,30,0.7,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.7,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,30,0.7,1.0
2330.TW,Mean Reversion,6.866005930776744,0.14506663997867442,0.169474562638924,0.8840444254513451,-3.4520692139729854,0.04202309715908543,30,0.7,1.0
2330.TW,Mean Reversion with Regime,2.999908388151354,0.08030567053193027,0.11372383672042874,0.7359919002522054,-2.0836212036981245,0.03854139629093781,30,0.7,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.7,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,30,0.7,2.0
SPY,Mean Reversion,2.3615229399182507,0.06005505368263231,0.1363313310460246,0.4963107526710441,-1.6129171784225298,0.037233811187607005,30,0.7,2.0
SPY,Mean Reversion with Regime,2.2400536337745307,0.05626263052119573,0.07274491982678141,0.788888951883706,-1.151675448359531,0.04885285225220119,30,0.7,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.7,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,30,0.7,2.0
2330.TW,Mean Reversion,6.612682105825717,0.14204391243956538,0.16947922741142915,0.8684208360205226,-3.378981776549175,0.04203748994012906,30,0.7,2.0
2330.TW,Mean Reversion with Regime,2.904289500790546,0.07784793324787187,0.11372374185397961,0.7159604174507793,-2.057131766298591,0.0378429493546464,30,0.7,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.8,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,30,0.8,0.5
SPY,Mean Reversion,2.4862420106879997,0.06376425043746337,0.13631827621761988,0.5219740217240062,-1.628872112318638,0.039146259522300594,30,0.8,0.5
SPY,Mean Reversion with Regime,2.428839740761843,0.062079153700409284,0.08042388653843258,0.7891810839317445,-1.3684940232863463,0.04536311642145895,30,0.8,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.8,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,30,0.8,0.5
2330.TW,Mean Reversion,6.996274271717039,0.14658088896354005,0.16947275382761928,0.8918537873674016,-3.4894438445675995,0.04200694881269937,30,0.8,0.5
2330.TW,Mean Reversion with Regime,4.140970207692566,0.10507051605059736,0.12448596132684875,0.8647541845631919,-2.5812159535184005,0.040705821575051856,30,0.8,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.8,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,30,0.8,1.0
SPY,Mean Reversion,2.443955886419919,0.06252647355702856,0.1363222404877388,0.5134205113717869,-1.6235128025120495,0.03851307698977292,30,0.8,1.0
SPY,Mean Reversion with Regime,2.3927002569091687,0.060999098727582135,0.08041889188768267,0.77657082532103,-1.3653200928740534,0.044677507528052704,30,0.8,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.8,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,30,0.8,1.0
2330.TW,Mean Reversion,6.866005930776744,0.14506663997867442,0.169474562638924,0.8840444254513451,-3.4520692139729854,0.04202309715908543,30,0.8,1.0
2330.TW,Mean Reversion with Regime,4.071216755354073,0.103751316489755,0.12448234139805797,0.8551770659290067,-2.5593131512492153,0.040538734558181515,30,0.8,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.8,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,30,0.8,2.0
SPY,Mean Reversion,2.3615229399182507,0.06005505368263231,0.1363313310460246,0.4963107526710441,-1.6129171784225298,0.037233811187607005,30,0.8,2.0
SPY,Mean Reversion with Regime,2.322021261888307,0.05884212114706133,0.08041064731923937,0.7513293057970245,-1.3590344259085756,0.04329700559845843,30,0.8,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.8,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,30,0.8,2.0
2330.TW,Mean Reversion,6.612682105825717,0.14204391243956538,0.16947922741142915,0.8684208360205226,-3.378981776549175,0.04203748994012906,30,0.8,2.0
2330.TW,Mean Reversion with Regime,3.9352049663029693,0.10111744275856771,0.12447640499411247,0.836012403167381,-2.5164047215780707,0.04018329877204952,30,0.8,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.1,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,50,0.1,0.5
SPY,Mean Reversion,2.650837974595201,0.06840243040585658,0.1341747917304547,0.5605257022188154,-1.6424904524323822,0.04164555739399196,50,0.1,0.5
SPY,Mean Reversion with Regime,1.0615334738850164,0.004061028220267104,0.035556193746982885,0.1317195252782233,-1.115399638931205,0.003640872812329804,50,0.1,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.1,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,50,0.1,0.5
2330.TW,Mean Reversion,5.21969930243465,0.12320608643542408,0.1664327521838045,0.7811760555905978,-2.787154855639869,0.0442049662888712,50,0.1,0.5
2330.TW,Mean Reversion with Regime,1.474798104340569,0.02769444461430859,0.04544089618038419,0.6237156516673733,-1.0823364295005125,0.025587648959657858,50,0.1,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.1,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,50,0.1,1.0
SPY,Mean Reversion,2.6172531667210555,0.06747826857487138,0.13417645856695679,0.55406948541619,-1.6370392683216024,0.04121970063922439,50,0.1,1.0
SPY,Mean Reversion with Regime,1.0598348490148184,0.003951903388234701,0.03555877002678949,0.12865612399162238,-1.115483482635581,0.0035427717664607986,50,0.1,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.1,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,50,0.1,1.0
2330.TW,Mean Reversion,5.150732265158176,0.12215613294553718,0.16643505668696068,0.7755464935780229,-2.7687597793171737,0.04411944071784483,50,0.1,1.0
2330.TW,Mean Reversion with Regime,1.4705399569547484,0.027485530279549364,0.04542749086619147,0.6194110963861127,-1.0822620820982736,0.02539637185316594,50,0.1,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.1,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,50,0.1,2.0
SPY,Mean Reversion,2.551349788275479,0.06563220405387371,0.1341806931025599,0.5411538997971036,-1.6262743130115147,0.040357400672668076,50,0.1,2.0
SPY,Mean Reversion with Regime,1.0564454951015902,0.0037336729214128006,0.035564376088646675,0.12252909044996645,-1.115651128577638,0.003346631241410495,50,0.1,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.1,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,50,0.1,2.0
2330.TW,Mean Reversion,5.015509891203041,0.12005901230625282,0.16644044583351947,0.764284254857562,-2.732526422763145,0.04393699958621023,50,0.1,2.0
2330.TW,Mean Reversion with Regime,1.4620598776179603,0.027067797772691193,0.045401331145344,0.6107856030635701,-1.0821127937865744,0.025013841374127387,50,0.1,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.7,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,50,0.7,0.5
SPY,Mean Reversion,2.650837974595201,0.06840243040585658,0.1341747917304547,0.5605257022188154,-1.6424904524323822,0.04164555739399196,50,0.7,0.5
SPY,Mean Reversion with Regime,2.2007094776716256,0.05499307889005234,0.06420979903925957,0.8658665375320895,-1.163009070729896,0.04728516765182157,50,0.7,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.7,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,50,0.7,0.5
2330.TW,Mean Reversion,5.21969930243465,0.12320608643542408,0.1664327521838045,0.7811760555905978,-2.787154855639869,0.0442049662888712,50,0.7,0.5
2330.TW,Mean Reversion with Regime,1.952715759821437,0.04817924718639777,0.1071003547060359,0.4927985843350488,-1.7313699233830648,0.027827240461851394,50,0.7,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.7,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,50,0.7,1.0
SPY,Mean Reversion,2.6172531667210555,0.06747826857487138,0.13417645856695679,0.55406948541619,-1.6370392683216024,0.04121970063922439,50,0.7,1.0
SPY,Mean Reversion with Regime,2.1779544435447398,0.054249132200308914,0.06420492385534358,0.8549386673629188,-1.161379998155292,0.046710923458710266,50,0.7,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.7,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,50,0.7,1.0
2330.TW,Mean Reversion,5.150732265158176,0.12215613294553718,0.16643505668696068,0.7755464935780229,-2.7687597793171737,0.04411944071784483,50,0.7,1.0
2330.TW,Mean Reversion with Regime,1.9305938457742837,0.04733988475227657,0.10709654648764914,0.48533162259261403,-1.7254225969315635,0.027436689908005327,50,0.7,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.7,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,50,0.7,2.0
SPY,Mean Reversion,2.551349788275479,0.06563220405387371,0.1341806931025599,0.5411538997971036,-1.6262743130115147,0.040357400672668076,50,0.7,2.0
SPY,Mean Reversion with Regime,2.1331444701484163,0.05276270092839774,0.06419672925854938,0.8330577584751836,-1.1581702937625689,0.045556945479050925,50,0.7,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.7,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,50,0.7,2.0
2330.TW,Mean Reversion,5.015509891203041,0.12005901230625282,0.16644044583351947,0.764284254857562,-2.732526422763145,0.04393699958621023,50,0.7,2.0
2330.TW,Mean Reversion with Regime,1.887095798365633,0.04566305017470196,0.10708998096693724,0.47039148971805794,-1.7136666408033672,0.026646401982415385,50,0.7,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.8,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,50,0.8,0.5
SPY,Mean Reversion,2.650837974595201,0.06840243040585658,0.1341747917304547,0.5605257022188154,-1.6424904524323822,0.04164555739399196,50,0.8,0.5
SPY,Mean Reversion with Regime,2.516205285984494,0.06462949623450953,0.07410647134532072,0.8821451424767298,-1.2360029249128828,0.0522891126969338,50,0.8,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.8,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,50,0.8,0.5
2330.TW,Mean Reversion,5.21969930243465,0.12320608643542408,0.1664327521838045,0.7811760555905978,-2.787154855639869,0.0442049662888712,50,0.8,0.5
2330.TW,Mean Reversion with Regime,2.912006069672672,0.07804904551707481,0.11749621439420199,0.6982722125694008,-2.1627722916161334,0.03608750020500429,50,0.8,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.8,1.0
SPY,Momentum,0.8895836377995284,-0.00790942198732203,0.09000985900875413,-0.04260654123395286,-1.521339461989862,-0.005198985620853328,50,0.8,1.0
SPY,Mean Reversion,2.6172531667210555,0.06747826857487138,0.13417645856695679,0.55406948541619,-1.6370392683216024,0.04121970063922439,50,0.8,1.0
SPY,Mean Reversion with Regime,2.4874449622474177,0.06379917474520891,0.07410465900014934,0.8716343027852199,-1.2350573104191844,0.05165685365932951,50,0.8,1.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.8,1.0
2330.TW,Momentum,1.7567743132713727,0.04041496862181093,0.1331595089990732,0.3639398825476993,-1.3425946063596075,0.030102138374735864,50,0.8,1.0
2330.TW,Mean Reversion,5.150732265158176,0.12215613294553718,0.16643505668696068,0.7755464935780229,-2.7687597793171737,0.04411944071784483,50,0.8,1.0
2330.TW,Mean Reversion with Regime,2.8790376917585023,0.07718631999424197,0.11748926411291982,0.6914910882026211,-2.152387382951322,0.035860793742623236,50,0.8,1.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,50,0.8,2.0
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,50,0.8,2.0
SPY,Mean Reversion,2.551349788275479,0.06563220405387371,0.1341806931025599,0.5411538997971036,-1.6262743130115147,0.040357400672668076,50,0.8,2.0
SPY,Mean Reversion with Regime,2.4309025612605866,0.062140349724572275,0.07410251623279505,0.8505940702128062,-1.2331568910442743,0.05039127638653502,50,0.8,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,50,0.8,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,50,0.8,2.0
2330.TW,Mean Reversion,5.015509891203041,0.12005901230625282,0.16644044583351947,0.764284254857562,-2.732526422763145,0.04393699958621023,50,0.8,2.0
2330.TW,Mean Reversion with Regime,2.8142116664715626,0.07546281060538318,0.11747632068856498,0.6779209088842373,-2.1318904444948603,0.03539713346914676,50,0.8,2.0
